Tenor,Correlation,MAE_bps,Max_Error_bps,RMSE_bps
1Y,0.5626991769445019,21.79844806557771,50.48738370087446,26.810979098117937
2Y,0.5688202564087141,32.553731061751094,73.55296044309645,40.27627519600567
3Y,0.5776228567159976,43.02112727529119,94.76048902647162,54.13787903396341
5Y,0.6213839583622177,92.10987109546889,238.19518470893962,121.37506577404999
7Y,0.6315427366558761,92.97033818883136,145.20066231012453,105.78864987426842
10Y,0.6493049346228682,115.73901620228078,154.68820403480052,127.51263411344033
